"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__mean.QTL.add","m__se__(Intercept)","m__se__mean.QTL.add","v__est__(Intercept)","v__est__var.QTL.add","v__se__(Intercept)","v__se__var.QTL.add"
"1","A","1","gpm27",0.01,0.0191930592878675,0.889814435630949,0.379327533334994,0.537963348989737,0.395682768578013,0.820499987005729,5968.14975392185,57.4465791041538,299.439537661329,193.867785946053,16.2498707907621,-0.111934212985904,0.230268383822694,0.156280808419013
"2","A","1","tub1",0.81,0.000384410875309783,0.984357359282567,0.364984026709226,0.545751179929396,0.365401079316406,0.833017574117239,6022.36886326173,8.08256613341619,300.604457601889,192.775232120868,16.2487140091536,-0.108861421638655,0.218915227145674,0.146911167751462
"3","A","1","gpm113b",0.82,0.000305257455686358,0.986060374484868,0.365008475148588,0.54573772878989,0.365356742306339,0.833036041076215,6023.3554896546,7.20151314411094,300.605597650741,192.748070406841,16.2487196311228,-0.108850171944365,0.218975396757086,0.146930526413758
"4","A","1","gpm705a",0.84,2.48468621203816e-05,0.99602283106989,0.356758020535136,0.550312284183405,0.356814926824988,0.836601469540679,6029.11025973988,2.05621060548067,300.229618498414,192.898260756018,16.2473033601657,-0.107666320185579,0.220601882665258,0.14826132883482
"5","A","1","gpm325a",4.97,0.00600838714966166,0.938214823963177,0.18830576429022,0.664330471722141,0.195586720499085,0.906836272815426,5995.64123183861,32.0154409810995,297.919449067869,193.106898905908,16.2186996208804,-0.0788677483262726,0.228656535811624,0.153208126852679
"6","A","1","dmt103b",6.89,0.00186928868747205,0.965513988905419,0.190575920396608,0.662437715675564,0.192821028025893,0.908091155397354,6011.45843246478,17.8487653221965,297.724988873397,193.040054734939,16.2191916240445,-0.0793682709417818,0.223106199910454,0.149584155244608
"7","A","1","gpm699d",8.67,0.00286882209317324,0.957284621663909,0.239600166732252,0.624495044638483,0.241758284245841,0.886141050247497,6056.40431361655,-22.4036566885511,300.701886479864,195.579992763241,16.2309886282167,-0.0909826217809178,0.219802392721429,0.148460791830966
"8","A","1","gpm319",14.82,0.00157780994966348,0.968315036366346,0.0132106909447253,0.908494447430019,0.0147778195256799,0.992638321120778,6012.60204053194,16.6028584267902,293.497615308556,195.460793870933,16.1576573269212,-0.0214937181837788,0.225458306511442,0.151511132451306
"9","A","1","IDP1447",19.92,0.0101287504696684,0.91983489809031,0.0490385357790236,0.824744818404789,0.0597084029088401,0.970587033410851,5991.40806492089,40.8887070960254,259.505177802218,189.965614105214,16.0936808572518,0.0399595694993157,0.213914423616484,0.153364028038562
"10","A","1","bnl5.62a",21.12,0.0200650914300678,0.887355442121496,0.0430235077397354,0.835681014874592,0.0631305721752937,0.968927696890235,5975.57869017469,57.3621645187075,258.919231065261,189.35229717102,16.0964393441991,0.0372287159830813,0.222344933074538,0.159467827732266
"11","A","1","IDP1464",21.17,0.0200641468025554,0.88735807601505,0.0430230215120146,0.835681930158269,0.0631291629668143,0.968928379601039,5975.58007157208,57.3607771260307,258.919103275712,189.352175251625,16.0964396128979,0.0372284852322039,0.222343945721441,0.159467113176563
"12","A","1","fus6",22.62,0.0193563023613832,0.889349848930124,0.0421782594332446,0.837280351582489,0.0616208788824548,0.969659364826658,5976.48718357893,56.3820939421173,259.164079436694,189.494370799083,16.096777938368,0.0368765060350295,0.221920789593714,0.159164893549058
